cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,ozone(ug/m^3),nd(ug/m^3),cm(ug/m^3),sagas(ug/m^3),fdust^2,ufdust^2,ozone^2,nd^2,cm^2,sagas^2
2018-01-01,102,동북권,111161,성북구,43,19.0,0.01,0.04,0.7,0.006999999999999999,21.428571428571427,82.14285714285715,875.0,20.0,1849.0,361.0,459.1836734693877,6747.448979591838,765625.0,400.0
2018-01-01,102,동북권,111152,동대문구,46,20.0,0.013,0.031,0.6,0.006,27.857142857142854,63.66071428571429,750.0,17.142857142857146,2116.0,400.0,776.0204081632652,4052.686543367348,562500.0,293.87755102040825
2018-01-01,102,동북권,111151,중랑구,48,22.0,0.01,0.036000000000000004,0.7,0.006999999999999999,21.428571428571427,73.92857142857144,875.0,20.0,2304.0,484.0,459.1836734693877,5465.43367346939,765625.0,400.0
2018-01-01,102,동북권,111142,성동구,47,23.0,0.01,0.032,0.3,0.006,21.428571428571427,65.71428571428572,375.0,17.142857142857146,2209.0,529.0,459.1836734693877,4318.367346938777,140625.0,293.87755102040825
2018-01-01,102,동북권,111141,광진구,41,21.0,0.012,0.037000000000000005,0.7,0.005,25.71428571428571,75.98214285714288,875.0,14.285714285714286,1681.0,441.0,661.2244897959182,5773.286033163268,765625.0,204.08163265306123
2018-01-01,101,서북권,111201,마포구,39,21.0,0.012,0.033,0.6,0.006,25.71428571428571,67.76785714285715,750.0,17.142857142857146,1521.0,441.0,661.2244897959182,4592.482461734695,562500.0,293.87755102040825
2018-01-01,101,서북권,111181,은평구,41,21.0,0.014,0.017,0.6,0.003,29.999999999999996,34.91071428571429,750.0,8.571428571428573,1681.0,441.0,899.9999999999998,1218.7579719387759,562500.0,73.46938775510206
2018-01-01,100,도심권,111131,용산구,38,18.0,0.012,0.029,0.3,0.005,25.71428571428571,59.55357142857144,375.0,14.285714285714286,1444.0,324.0,661.2244897959182,3546.6278698979604,140625.0,204.08163265306123
2018-01-01,100,도심권,111123,종로구,34,17.0,0.016,0.029,0.6,0.006999999999999999,34.285714285714285,59.55357142857144,750.0,20.0,1156.0,289.0,1175.5102040816325,3546.6278698979604,562500.0,400.0
2018-01-02,104,동남권,111274,강동구,46,25.0,0.009000000000000001,0.041,0.8,0.005,19.285714285714285,84.19642857142858,1000.0,14.285714285714286,2116.0,625.0,371.93877551020404,7089.038584183675,1000000.0,204.08163265306123
2018-01-02,104,동남권,111273,송파구,53,27.0,0.011,0.033,0.9,0.005,23.57142857142857,67.76785714285715,1125.0,14.285714285714286,2809.0,729.0,555.612244897959,4592.482461734695,1265625.0,204.08163265306123
2018-01-02,104,동남권,111262,서초구,50,26.0,0.01,0.032,0.7,0.006,21.428571428571427,65.71428571428572,875.0,17.142857142857146,2500.0,676.0,459.1836734693877,4318.367346938777,765625.0,293.87755102040825
2018-01-02,104,동남권,111261,강남구,34,25.0,0.006999999999999999,0.039,0.7,0.006,14.999999999999996,80.08928571428572,875.0,17.142857142857146,1156.0,625.0,224.9999999999999,6414.2936862244915,765625.0,293.87755102040825
2018-01-02,103,서남권,111301,양천구,39,24.0,0.008,0.038,0.8,0.005,17.142857142857142,78.03571428571429,1000.0,14.285714285714286,1521.0,576.0,293.87755102040813,6089.572704081634,1000000.0,204.08163265306123
