cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,ozone(ug/m^3),nd(ug/m^3),cm(ug/m^3),sagas(ug/m^3),fdust^2,ufdust^2,ozone^2,nd^2,cm^2,sagas^2
2018-04-16,102,동북권,111141,광진구,39,19.0,0.027000000000000003,0.025,0.4,0.004,57.85714285714286,51.33928571428572,500.0,11.428571428571429,1521.0,361.0,3347.448979591837,2635.722257653062,250000.0,130.6122448979592
2018-04-16,101,서북권,111201,마포구,41,23.0,0.031,0.024,0.4,0.003,66.42857142857142,49.28571428571429,500.0,8.571428571428573,1681.0,529.0,4412.755102040815,2429.0816326530617,250000.0,73.46938775510206
2018-04-16,101,서북권,111191,서대문구,36,22.0,0.034,0.024,0.8,0.003,72.85714285714286,49.28571428571429,1000.0,8.571428571428573,1296.0,484.0,5308.163265306123,2429.0816326530617,1000000.0,73.46938775510206
2018-04-16,101,서북권,111181,은평구,36,24.0,0.034,0.021,0.4,0.003,72.85714285714286,43.12500000000001,500.0,8.571428571428573,1296.0,576.0,5308.163265306123,1859.7656250000007,250000.0,73.46938775510206
2018-04-16,100,도심권,111131,용산구,31,21.0,0.029,0.028,0.4,0.003,62.14285714285714,57.50000000000001,500.0,8.571428571428573,961.0,441.0,3861.7346938775504,3306.250000000001,250000.0,73.46938775510206
2018-04-16,100,도심권,111123,종로구,32,20.0,0.034,0.028,0.6,0.005,72.85714285714286,57.50000000000001,750.0,14.285714285714286,1024.0,400.0,5308.163265306123,3306.250000000001,562500.0,204.08163265306123
2018-04-17,102,동북권,111291,강북구,52,24.0,0.04,0.022,0.4,0.003,85.71428571428571,45.17857142857143,500.0,8.571428571428573,2704.0,576.0,7346.938775510203,2041.1033163265308,250000.0,73.46938775510206
2018-04-17,104,동남권,111274,강동구,70,33.0,0.025,0.042,0.5,0.004,53.57142857142857,86.25000000000001,625.0,11.428571428571429,4900.0,1089.0,2869.8979591836733,7439.062500000003,390625.0,130.6122448979592
2018-04-17,104,동남권,111273,송파구,74,31.0,0.027000000000000003,0.036000000000000004,0.6,0.005,57.85714285714286,73.92857142857144,750.0,14.285714285714286,5476.0,961.0,3347.448979591837,5465.43367346939,562500.0,204.08163265306123
2018-04-17,104,동남권,111262,서초구,75,32.0,0.027000000000000003,0.045,0.5,0.004,57.85714285714286,92.41071428571429,625.0,11.428571428571429,5625.0,1024.0,3347.448979591837,8539.740114795919,390625.0,130.6122448979592
2018-04-17,104,동남권,111261,강남구,55,28.0,0.018000000000000002,0.048,0.5,0.005,38.57142857142857,98.57142857142858,625.0,14.285714285714286,3025.0,784.0,1487.7551020408162,9716.326530612247,390625.0,204.08163265306123
2018-04-17,103,서남권,111301,양천구,51,31.0,0.027000000000000003,0.05,0.5,0.004,57.85714285714286,102.67857142857144,625.0,11.428571428571429,2601.0,961.0,3347.448979591837,10542.889030612248,390625.0,130.6122448979592
2018-04-17,103,서남권,111281,금천구,57,28.0,0.027000000000000003,0.044,0.5,0.004,57.85714285714286,90.35714285714286,625.0,11.428571428571429,3249.0,784.0,3347.448979591837,8164.413265306123,390625.0,130.6122448979592
2018-04-17,103,서남권,111251,관악구,67,35.0,0.031,0.049,0.6,0.004,66.42857142857142,100.62500000000001,750.0,11.428571428571429,4489.0,1225.0,4412.755102040815,10125.390625000004,562500.0,130.6122448979592
2018-04-17,103,서남권,111241,동작구,57,30.0,0.028,0.041,0.5,0.004,59.99999999999999,84.19642857142858,625.0,11.428571428571429,3249.0,900.0,3599.999999999999,7089.038584183675,390625.0,130.6122448979592
2018-04-17,103,서남권,111231,영등포구,67,38.0,0.022,0.042,0.7,0.005,47.14285714285714,86.25000000000001,875.0,14.285714285714286,4489.0,1444.0,2222.448979591836,7439.062500000003,765625.0,204.08163265306123
2018-04-17,103,서남권,111221,구로구,74,38.0,0.03,0.041,0.4,0.005,64.28571428571428,84.19642857142858,500.0,14.285714285714286,5476.0,1444.0,4132.653061224489,7089.038584183675,250000.0,204.08163265306123
2018-04-17,103,서남권,111212,강서구,56,30.0,0.031,0.046,0.5,0.004,66.42857142857142,94.46428571428572,625.0,11.428571428571429,3136.0,900.0,4412.755102040815,8923.501275510205,390625.0,130.6122448979592
2018-04-17,102,동북권,111311,노원구,54,26.0,0.03,0.032,0.5,0.006,64.28571428571428,65.71428571428572,625.0,17.142857142857146,2916.0,676.0,4132.653061224489,4318.367346938777,390625.0,293.87755102040825
2018-04-17,102,동북권,111171,도봉구,58,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.0,841.0,0.0,0.0,0.0,0.0
2018-04-17,102,동북권,111161,성북구,63,27.0,0.026,0.04,0.7,0.005,55.71428571428571,82.14285714285715,875.0,14.285714285714286,3969.0,729.0,3104.0816326530608,6747.448979591838,765625.0,204.08163265306123
2018-04-17,102,동북권,111152,동대문구,51,28.0,0.02,0.059,0.6,0.006,42.857142857142854,121.16071428571429,750.0,17.142857142857146,2601.0,784.0,1836.7346938775509,14679.918686224491,562500.0,293.87755102040825
2018-04-17,102,동북권,111151,중랑구,51,26.0,0.03,0.033,0.6,0.006,64.28571428571428,67.76785714285715,750.0,17.142857142857146,2601.0,676.0,4132.653061224489,4592.482461734695,562500.0,293.87755102040825
2018-04-17,102,동북권,111142,성동구,67,37.0,0.019,0.041,0.5,0.005,40.71428571428571,84.19642857142858,625.0,14.285714285714286,4489.0,1369.0,1657.6530612244892,7089.038584183675,390625.0,204.08163265306123
2018-04-17,102,동북권,111141,광진구,61,27.0,0.028,0.039,0.5,0.004,59.99999999999999,80.08928571428572,625.0,11.428571428571429,3721.0,729.0,3599.999999999999,6414.2936862244915,390625.0,130.6122448979592
2018-04-17,101,서북권,111201,마포구,62,29.0,0.028,0.039,0.5,0.004,59.99999999999999,80.08928571428572,625.0,11.428571428571429,3844.0,841.0,3599.999999999999,6414.2936862244915,390625.0,130.6122448979592
2018-04-17,101,서북권,111191,서대문구,55,30.0,0.032,0.037000000000000005,0.8,0.004,68.57142857142857,75.98214285714288,1000.0,11.428571428571429,3025.0,900.0,4702.04081632653,5773.286033163268,1000000.0,130.6122448979592
2018-04-17,101,서북권,111181,은평구,57,31.0,0.036000000000000004,0.029,0.5,0.004,77.14285714285714,59.55357142857144,625.0,11.428571428571429,3249.0,961.0,5951.020408163265,3546.6278698979604,390625.0,130.6122448979592
2018-04-17,100,도심권,111131,용산구,51,31.0,0.021,0.049,0.6,0.004,45.0,100.62500000000001,750.0,11.428571428571429,2601.0,961.0,2025.0,10125.390625000004,562500.0,130.6122448979592
2018-04-17,100,도심권,111123,종로구,50,25.0,0.029,0.045,0.7,0.006,62.14285714285714,92.41071428571429,875.0,17.142857142857146,2500.0,625.0,3861.7346938775504,8539.740114795919,765625.0,293.87755102040825
2018-04-17,100,도심권,111121,중구,48,26.0,0.032,0.041,0.6,0.003,68.57142857142857,84.19642857142858,750.0,8.571428571428573,2304.0,676.0,4702.04081632653,7089.038584183675,562500.0,73.46938775510206
2018-04-18,102,동북권,111311,노원구,62,27.0,0.033,0.032,0.5,0.005,70.71428571428571,65.71428571428572,625.0,14.285714285714286,3844.0,729.0,5000.510204081632,4318.367346938777,390625.0,204.08163265306123
2018-04-18,104,동남권,111274,강동구,93,42.0,0.022,0.055,0.6,0.005,47.14285714285714,112.94642857142858,750.0,14.285714285714286,8649.0,1764.0,2222.448979591836,12756.89572704082,562500.0,204.08163265306123
2018-04-18,104,동남권,111273,송파구,72,36.0,0.014,0.048,0.7,0.005,29.999999999999996,98.57142857142858,875.0,14.285714285714286,5184.0,1296.0,899.9999999999998,9716.326530612247,765625.0,204.08163265306123
2018-04-18,104,동남권,111262,서초구,77,36.0,0.03,0.047,0.5,0.005,64.28571428571428,96.51785714285715,625.0,14.285714285714286,5929.0,1296.0,4132.653061224489,9315.696747448981,390625.0,204.08163265306123
2018-04-18,104,동남권,111261,강남구,58,33.0,0.021,0.05,0.5,0.006,45.0,102.67857142857144,625.0,17.142857142857146,3364.0,1089.0,2025.0,10542.889030612248,390625.0,293.87755102040825
2018-04-18,103,서남권,111301,양천구,55,36.0,0.029,0.053,0.5,0.005,62.14285714285714,108.83928571428572,625.0,14.285714285714286,3025.0,1296.0,3861.7346938775504,11845.99011479592,390625.0,204.08163265306123
2018-04-18,103,서남권,111281,금천구,60,34.0,0.031,0.047,0.5,0.005,66.42857142857142,96.51785714285715,625.0,14.285714285714286,3600.0,1156.0,4412.755102040815,9315.696747448981,390625.0,204.08163265306123
2018-04-18,103,서남권,111251,관악구,73,41.0,0.031,0.054000000000000006,0.5,0.005,66.42857142857142,110.89285714285717,625.0,14.285714285714286,5329.0,1681.0,4412.755102040815,12297.225765306128,390625.0,204.08163265306123
2018-04-18,103,서남권,111241,동작구,61,34.0,0.033,0.042,0.5,0.005,70.71428571428571,86.25000000000001,625.0,14.285714285714286,3721.0,1156.0,5000.510204081632,7439.062500000003,390625.0,204.08163265306123
2018-04-18,103,서남권,111231,영등포구,74,43.0,0.028,0.046,0.7,0.005,59.99999999999999,94.46428571428572,875.0,14.285714285714286,5476.0,1849.0,3599.999999999999,8923.501275510205,765625.0,204.08163265306123
2018-04-18,103,서남권,111221,구로구,73,41.0,0.03,0.046,0.4,0.006,64.28571428571428,94.46428571428572,500.0,17.142857142857146,5329.0,1681.0,4132.653061224489,8923.501275510205,250000.0,293.87755102040825
2018-04-18,103,서남권,111212,강서구,59,32.0,0.035,0.045,0.5,0.004,75.0,92.41071428571429,625.0,11.428571428571429,3481.0,1024.0,5625.0,8539.740114795919,390625.0,130.6122448979592
2018-04-18,102,동북권,111291,강북구,63,26.0,0.046,0.021,0.4,0.002,98.57142857142856,43.12500000000001,500.0,5.714285714285714,3969.0,676.0,9716.326530612241,1859.7656250000007,250000.0,32.6530612244898
2018-04-18,102,동북권,111171,도봉구,68,28.0,0.058,0.021,0.4,0.001,124.28571428571428,43.12500000000001,500.0,2.857142857142857,4624.0,784.0,15446.938775510202,1859.7656250000007,250000.0,8.16326530612245
2018-04-18,102,동북권,111161,성북구,72,27.0,0.031,0.039,0.7,0.004,66.42857142857142,80.08928571428572,875.0,11.428571428571429,5184.0,729.0,4412.755102040815,6414.2936862244915,765625.0,130.6122448979592
2018-04-18,102,동북권,111152,동대문구,57,31.0,0.029,0.047,0.5,0.006,62.14285714285714,96.51785714285715,625.0,17.142857142857146,3249.0,961.0,3861.7346938775504,9315.696747448981,390625.0,293.87755102040825
2018-04-18,102,동북권,111151,중랑구,62,28.0,0.027000000000000003,0.042,0.6,0.006,57.85714285714286,86.25000000000001,750.0,17.142857142857146,3844.0,784.0,3347.448979591837,7439.062500000003,562500.0,293.87755102040825
2018-04-18,102,동북권,111142,성동구,71,37.0,0.022,0.048,0.5,0.006,47.14285714285714,98.57142857142858,625.0,17.142857142857146,5041.0,1369.0,2222.448979591836,9716.326530612247,390625.0,293.87755102040825
2018-04-18,102,동북권,111141,광진구,72,31.0,0.027000000000000003,0.049,0.5,0.004,57.85714285714286,100.62500000000001,625.0,11.428571428571429,5184.0,961.0,3347.448979591837,10125.390625000004,390625.0,130.6122448979592
2018-04-18,101,서북권,111201,마포구,71,33.0,0.032,0.037000000000000005,0.4,0.004,68.57142857142857,75.98214285714288,500.0,11.428571428571429,5041.0,1089.0,4702.04081632653,5773.286033163268,250000.0,130.6122448979592
2018-04-18,101,서북권,111191,서대문구,67,32.0,0.043,0.032,0.5,0.003,92.14285714285712,65.71428571428572,625.0,8.571428571428573,4489.0,1024.0,8490.306122448976,4318.367346938777,390625.0,73.46938775510206
2018-04-18,101,서북권,111181,은평구,59,31.0,0.046,0.024,0.4,0.003,98.57142857142856,49.28571428571429,500.0,8.571428571428573,3481.0,961.0,9716.326530612241,2429.0816326530617,250000.0,73.46938775510206
2018-04-18,100,도심권,111131,용산구,56,36.0,0.031,0.046,0.5,0.004,66.42857142857142,94.46428571428572,625.0,11.428571428571429,3136.0,1296.0,4412.755102040815,8923.501275510205,390625.0,130.6122448979592
2018-04-18,100,도심권,111123,종로구,53,27.0,0.039,0.04,0.6,0.006,83.57142857142857,82.14285714285715,750.0,17.142857142857146,2809.0,729.0,6984.183673469387,6747.448979591838,562500.0,293.87755102040825
2018-04-18,100,도심권,111121,중구,50,27.0,0.041,0.038,0.5,0.003,87.85714285714285,78.03571428571429,625.0,8.571428571428573,2500.0,729.0,7718.877551020407,6089.572704081634,390625.0,73.46938775510206
2018-04-19,100,도심권,111131,용산구,65,38.0,0.018000000000000002,0.055,0.6,0.006,38.57142857142857,112.94642857142858,750.0,17.142857142857146,4225.0,1444.0,1487.7551020408162,12756.89572704082,562500.0,293.87755102040825
2018-04-19,104,동남권,111274,강동구,117,54.0,0.012,0.063,0.7,0.006,25.71428571428571,129.37500000000003,875.0,17.142857142857146,13689.0,2916.0,661.2244897959182,16737.890625000007,765625.0,293.87755102040825
2018-04-19,104,동남권,111273,송파구,57,25.0,0.04,0.04,0.5,0.008,85.71428571428571,82.14285714285715,625.0,22.857142857142858,3249.0,625.0,7346.938775510203,6747.448979591838,390625.0,522.4489795918367
2018-04-19,104,동남권,111262,서초구,103,41.0,0.018000000000000002,0.057,0.6,0.006,38.57142857142857,117.05357142857144,750.0,17.142857142857146,10609.0,1681.0,1487.7551020408162,13701.538584183678,562500.0,293.87755102040825
2018-04-19,104,동남권,111261,강남구,81,37.0,0.006999999999999999,0.071,0.6,0.006999999999999999,14.999999999999996,145.80357142857144,750.0,20.0,6561.0,1369.0,224.9999999999999,21258.681441326535,562500.0,400.0
2018-04-19,103,서남권,111301,양천구,59,41.0,0.018000000000000002,0.059,0.5,0.008,38.57142857142857,121.16071428571429,625.0,22.857142857142858,3481.0,1681.0,1487.7551020408162,14679.918686224491,390625.0,522.4489795918367
2018-04-19,103,서남권,111281,금천구,66,35.0,0.019,0.055,0.6,0.006,40.71428571428571,112.94642857142858,750.0,17.142857142857146,4356.0,1225.0,1657.6530612244892,12756.89572704082,562500.0,293.87755102040825
2018-04-19,103,서남권,111251,관악구,79,43.0,0.021,0.061,0.6,0.008,45.0,125.26785714285715,750.0,22.857142857142858,6241.0,1849.0,2025.0,15692.036033163267,562500.0,522.4489795918367
2018-04-19,103,서남권,111241,동작구,75,39.0,0.022,0.051,0.6,0.006,47.14285714285714,104.73214285714286,750.0,17.142857142857146,5625.0,1521.0,2222.448979591836,10968.821747448981,562500.0,293.87755102040825
2018-04-19,103,서남권,111231,영등포구,75,45.0,0.039,0.047,0.6,0.008,83.57142857142857,96.51785714285715,750.0,22.857142857142858,5625.0,2025.0,6984.183673469387,9315.696747448981,562500.0,522.4489795918367
2018-04-19,103,서남권,111221,구로구,74,40.0,0.021,0.05,0.4,0.011,45.0,102.67857142857144,500.0,31.42857142857143,5476.0,1600.0,2025.0,10542.889030612248,250000.0,987.7551020408165
2018-04-19,103,서남권,111212,강서구,63,37.0,0.021,0.058,0.5,0.008,45.0,119.10714285714288,625.0,22.857142857142858,3969.0,1369.0,2025.0,14186.511479591842,390625.0,522.4489795918367
2018-04-19,100,도심권,111123,종로구,70,32.0,0.018000000000000002,0.06,0.7,0.008,38.57142857142857,123.21428571428572,875.0,22.857142857142858,4900.0,1024.0,1487.7551020408162,15181.760204081635,765625.0,522.4489795918367
2018-04-19,102,동북권,111311,노원구,84,37.0,0.017,0.048,0.7,0.006999999999999999,36.42857142857143,98.57142857142858,875.0,20.0,7056.0,1369.0,1327.0408163265308,9716.326530612247,765625.0,400.0
2018-04-19,100,도심권,111121,중구,63,34.0,0.016,0.062,0.6,0.006,34.285714285714285,127.32142857142858,750.0,17.142857142857146,3969.0,1156.0,1175.5102040816325,16210.746173469392,562500.0,293.87755102040825
2018-04-19,102,동북권,111291,강북구,82,35.0,0.029,0.031,0.6,0.004,62.14285714285714,63.66071428571429,750.0,11.428571428571429,6724.0,1225.0,3861.7346938775504,4052.686543367348,562500.0,130.6122448979592
2018-04-19,102,동북권,111171,도봉구,99,39.0,0.026,0.038,0.6,0.002,55.71428571428571,78.03571428571429,750.0,5.714285714285714,9801.0,1521.0,3104.0816326530608,6089.572704081634,562500.0,32.6530612244898
2018-04-19,102,동북권,111161,성북구,102,37.0,0.013,0.055,0.9,0.006,27.857142857142854,112.94642857142858,1125.0,17.142857142857146,10404.0,1369.0,776.0204081632652,12756.89572704082,1265625.0,293.87755102040825
2018-04-19,102,동북권,111152,동대문구,75,38.0,0.015,0.07400000000000001,0.6,0.009000000000000001,32.14285714285714,151.96428571428575,750.0,25.71428571428572,5625.0,1444.0,1033.1632653061222,23093.144132653073,562500.0,661.2244897959187
2018-04-19,102,동북권,111151,중랑구,80,35.0,0.017,0.054000000000000006,0.7,0.006999999999999999,36.42857142857143,110.89285714285717,875.0,20.0,6400.0,1225.0,1327.0408163265308,12297.225765306128,765625.0,400.0
2018-04-19,102,동북권,111142,성동구,88,41.0,0.013,0.054000000000000006,0.6,0.006999999999999999,27.857142857142854,110.89285714285717,750.0,20.0,7744.0,1681.0,776.0204081632652,12297.225765306128,562500.0,400.0
2018-04-19,102,동북권,111141,광진구,94,37.0,0.016,0.058,0.6,0.005,34.285714285714285,119.10714285714288,750.0,14.285714285714286,8836.0,1369.0,1175.5102040816325,14186.511479591842,562500.0,204.08163265306123
2018-04-19,101,서북권,111201,마포구,78,36.0,0.02,0.047,0.5,0.008,42.857142857142854,96.51785714285715,625.0,22.857142857142858,6084.0,1296.0,1836.7346938775509,9315.696747448981,390625.0,522.4489795918367
2018-04-19,101,서북권,111191,서대문구,82,42.0,0.017,0.056,0.6,0.005,36.42857142857143,115.00000000000001,750.0,14.285714285714286,6724.0,1764.0,1327.0408163265308,13225.000000000004,562500.0,204.08163265306123
2018-04-19,101,서북권,111181,은평구,75,40.0,0.023,0.041,0.6,0.006,49.28571428571428,84.19642857142858,750.0,17.142857142857146,5625.0,1600.0,2429.0816326530603,7089.038584183675,562500.0,293.87755102040825
2018-04-21,102,동북권,111311,노원구,72,39.0,0.027000000000000003,0.048,0.7,0.006999999999999999,57.85714285714286,98.57142857142858,875.0,20.0,5184.0,1521.0,3347.448979591837,9716.326530612247,765625.0,400.0
2018-04-21,104,동남권,111274,강동구,97,58.0,0.026,0.055,0.6,0.005,55.71428571428571,112.94642857142858,750.0,14.285714285714286,9409.0,3364.0,3104.0816326530608,12756.89572704082,562500.0,204.08163265306123
2018-04-21,104,동남권,111273,송파구,85,45.0,0.028,0.049,0.7,0.006,59.99999999999999,100.62500000000001,875.0,17.142857142857146,7225.0,2025.0,3599.999999999999,10125.390625000004,765625.0,293.87755102040825
2018-04-21,104,동남권,111262,서초구,89,49.0,0.03,0.054000000000000006,0.6,0.004,64.28571428571428,110.89285714285717,750.0,11.428571428571429,7921.0,2401.0,4132.653061224489,12297.225765306128,562500.0,130.6122448979592
2018-04-21,104,동남권,111261,강남구,74,44.0,0.02,0.057,0.6,0.006,42.857142857142854,117.05357142857144,750.0,17.142857142857146,5476.0,1936.0,1836.7346938775509,13701.538584183678,562500.0,293.87755102040825
2018-04-21,103,서남권,111301,양천구,65,41.0,0.029,0.058,0.6,0.006,62.14285714285714,119.10714285714288,750.0,17.142857142857146,4225.0,1681.0,3861.7346938775504,14186.511479591842,562500.0,293.87755102040825
2018-04-21,103,서남권,111281,금천구,64,34.0,0.034,0.049,0.6,0.006,72.85714285714286,100.62500000000001,750.0,17.142857142857146,4096.0,1156.0,5308.163265306123,10125.390625000004,562500.0,293.87755102040825
2018-04-21,103,서남권,111251,관악구,75,47.0,0.029,0.054000000000000006,0.6,0.005,62.14285714285714,110.89285714285717,750.0,14.285714285714286,5625.0,2209.0,3861.7346938775504,12297.225765306128,562500.0,204.08163265306123
2018-04-21,103,서남권,111241,동작구,66,40.0,0.031,0.046,0.7,0.006,66.42857142857142,94.46428571428572,875.0,17.142857142857146,4356.0,1600.0,4412.755102040815,8923.501275510205,765625.0,293.87755102040825
2018-04-21,103,서남권,111231,영등포구,89,52.0,0.023,0.05,0.7,0.005,49.28571428571428,102.67857142857144,875.0,14.285714285714286,7921.0,2704.0,2429.0816326530603,10542.889030612248,765625.0,204.08163265306123
2018-04-21,103,서남권,111221,구로구,82,46.0,0.036000000000000004,0.048,0.4,0.005,77.14285714285714,98.57142857142858,500.0,14.285714285714286,6724.0,2116.0,5951.020408163265,9716.326530612247,250000.0,204.08163265306123
2018-04-21,103,서남권,111212,강서구,73,40.0,0.032,0.057,0.6,0.006,68.57142857142857,117.05357142857144,750.0,17.142857142857146,5329.0,1600.0,4702.04081632653,13701.538584183678,562500.0,293.87755102040825
2018-04-21,102,동북권,111291,강북구,71,37.0,0.036000000000000004,0.033,0.6,0.004,77.14285714285714,67.76785714285715,750.0,11.428571428571429,5041.0,1369.0,5951.020408163265,4592.482461734695,562500.0,130.6122448979592
2018-04-21,102,동북권,111171,도봉구,81,46.0,0.035,0.037000000000000005,0.6,0.002,75.0,75.98214285714288,750.0,5.714285714285714,6561.0,2116.0,5625.0,5773.286033163268,562500.0,32.6530612244898
2018-04-21,102,동북권,111161,성북구,79,38.0,0.026,0.05,0.7,0.004,55.71428571428571,102.67857142857144,875.0,11.428571428571429,6241.0,1444.0,3104.0816326530608,10542.889030612248,765625.0,130.6122448979592
2018-04-21,102,동북권,111152,동대문구,73,45.0,0.027000000000000003,0.065,0.7,0.009000000000000001,57.85714285714286,133.4821428571429,875.0,25.71428571428572,5329.0,2025.0,3347.448979591837,17817.482461734704,765625.0,661.2244897959187
2018-04-21,102,동북권,111151,중랑구,70,40.0,0.029,0.049,0.7,0.008,62.14285714285714,100.62500000000001,875.0,22.857142857142858,4900.0,1600.0,3861.7346938775504,10125.390625000004,765625.0,522.4489795918367
2018-04-21,102,동북권,111142,성동구,100,56.0,0.02,0.051,0.7,0.006,42.857142857142854,104.73214285714286,875.0,17.142857142857146,10000.0,3136.0,1836.7346938775509,10968.821747448981,765625.0,293.87755102040825
2018-04-21,102,동북권,111141,광진구,89,41.0,0.028,0.055,0.5,0.005,59.99999999999999,112.94642857142858,625.0,14.285714285714286,7921.0,1681.0,3599.999999999999,12756.89572704082,390625.0,204.08163265306123
2018-04-21,101,서북권,111201,마포구,85,42.0,0.027000000000000003,0.051,0.7,0.006,57.85714285714286,104.73214285714286,875.0,17.142857142857146,7225.0,1764.0,3347.448979591837,10968.821747448981,765625.0,293.87755102040825
2018-04-21,101,서북권,111191,서대문구,81,45.0,0.032,0.051,0.7,0.005,68.57142857142857,104.73214285714286,875.0,14.285714285714286,6561.0,2025.0,4702.04081632653,10968.821747448981,765625.0,204.08163265306123
2018-04-21,101,서북권,111181,은평구,66,42.0,0.041,0.033,0.6,0.005,87.85714285714285,67.76785714285715,750.0,14.285714285714286,4356.0,1764.0,7718.877551020407,4592.482461734695,562500.0,204.08163265306123
2018-04-21,100,도심권,111131,용산구,71,47.0,0.027000000000000003,0.059,0.7,0.006,57.85714285714286,121.16071428571429,875.0,17.142857142857146,5041.0,2209.0,3347.448979591837,14679.918686224491,765625.0,293.87755102040825
2018-04-21,100,도심권,111123,종로구,69,38.0,0.031,0.057,0.8,0.008,66.42857142857142,117.05357142857144,1000.0,22.857142857142858,4761.0,1444.0,4412.755102040815,13701.538584183678,1000000.0,522.4489795918367
2018-04-21,100,도심권,111121,중구,66,39.0,0.032,0.057,0.7,0.006,68.57142857142857,117.05357142857144,875.0,17.142857142857146,4356.0,1521.0,4702.04081632653,13701.538584183678,765625.0,293.87755102040825
2018-04-22,100,도심권,111121,중구,33,18.0,0.021,0.039,0.5,0.003,45.0,80.08928571428572,625.0,8.571428571428573,1089.0,324.0,2025.0,6414.2936862244915,390625.0,73.46938775510206
2018-04-22,104,동남권,111274,강동구,48,27.0,0.03,0.025,0.4,0.004,64.28571428571428,51.33928571428572,500.0,11.428571428571429,2304.0,729.0,4132.653061224489,2635.722257653062,250000.0,130.6122448979592
2018-04-22,104,동남권,111273,송파구,44,23.0,0.026,0.025,0.5,0.005,55.71428571428571,51.33928571428572,625.0,14.285714285714286,1936.0,529.0,3104.0816326530608,2635.722257653062,390625.0,204.08163265306123
2018-04-22,104,동남권,111262,서초구,48,25.0,0.027000000000000003,0.032,0.4,0.003,57.85714285714286,65.71428571428572,500.0,8.571428571428573,2304.0,625.0,3347.448979591837,4318.367346938777,250000.0,73.46938775510206
2018-04-22,104,동남권,111261,강남구,33,18.0,0.017,0.033,0.4,0.005,36.42857142857143,67.76785714285715,500.0,14.285714285714286,1089.0,324.0,1327.0408163265308,4592.482461734695,250000.0,204.08163265306123
2018-04-22,103,서남권,111301,양천구,34,19.0,0.019,0.041,0.5,0.004,40.71428571428571,84.19642857142858,625.0,11.428571428571429,1156.0,361.0,1657.6530612244892,7089.038584183675,390625.0,130.6122448979592
2018-04-22,103,서남권,111281,금천구,38,18.0,0.023,0.032,0.4,0.004,49.28571428571428,65.71428571428572,500.0,11.428571428571429,1444.0,324.0,2429.0816326530603,4318.367346938777,250000.0,130.6122448979592
2018-04-22,103,서남권,111251,관악구,40,23.0,0.021,0.038,0.5,0.004,45.0,78.03571428571429,625.0,11.428571428571429,1600.0,529.0,2025.0,6089.572704081634,390625.0,130.6122448979592
2018-04-22,103,서남권,111241,동작구,37,18.0,0.02,0.034,0.5,0.004,42.857142857142854,69.82142857142858,625.0,11.428571428571429,1369.0,324.0,1836.7346938775509,4875.0318877551035,390625.0,130.6122448979592
2018-04-22,103,서남권,111231,영등포구,40,22.0,0.018000000000000002,0.033,0.6,0.003,38.57142857142857,67.76785714285715,750.0,8.571428571428573,1600.0,484.0,1487.7551020408162,4592.482461734695,562500.0,73.46938775510206
2018-04-22,103,서남권,111221,구로구,48,25.0,0.027000000000000003,0.033,0.3,0.003,57.85714285714286,67.76785714285715,375.0,8.571428571428573,2304.0,625.0,3347.448979591837,4592.482461734695,140625.0,73.46938775510206
2018-04-22,103,서남권,111212,강서구,37,20.0,0.019,0.04,0.5,0.003,40.71428571428571,82.14285714285715,625.0,8.571428571428573,1369.0,400.0,1657.6530612244892,6747.448979591838,390625.0,73.46938775510206
2018-04-22,102,동북권,111311,노원구,39,21.0,0.023,0.03,0.5,0.005,49.28571428571428,61.60714285714286,625.0,14.285714285714286,1521.0,441.0,2429.0816326530603,3795.4400510204086,390625.0,204.08163265306123
2018-04-22,102,동북권,111291,강북구,35,17.0,0.026,0.022,0.4,0.003,55.71428571428571,45.17857142857143,500.0,8.571428571428573,1225.0,289.0,3104.0816326530608,2041.1033163265308,250000.0,73.46938775510206
2018-04-22,102,동북권,111171,도봉구,41,27.0,0.023,0.028,0.4,0.001,49.28571428571428,57.50000000000001,500.0,2.857142857142857,1681.0,729.0,2429.0816326530603,3306.250000000001,250000.0,8.16326530612245
2018-04-22,102,동북권,111161,성북구,47,25.0,0.02,0.033,0.5,0.002,42.857142857142854,67.76785714285715,625.0,5.714285714285714,2209.0,625.0,1836.7346938775509,4592.482461734695,390625.0,32.6530612244898
2018-04-22,102,동북권,111152,동대문구,34,20.0,0.017,0.041,0.5,0.006,36.42857142857143,84.19642857142858,625.0,17.142857142857146,1156.0,400.0,1327.0408163265308,7089.038584183675,390625.0,293.87755102040825
2018-04-22,102,동북권,111151,중랑구,32,17.0,0.028,0.023,0.4,0.006,59.99999999999999,47.23214285714286,500.0,17.142857142857146,1024.0,289.0,3599.999999999999,2230.8753188775513,250000.0,293.87755102040825
2018-04-22,102,동북권,111142,성동구,44,26.0,0.023,0.025,0.5,0.005,49.28571428571428,51.33928571428572,625.0,14.285714285714286,1936.0,676.0,2429.0816326530603,2635.722257653062,390625.0,204.08163265306123
2018-04-22,102,동북권,111141,광진구,41,18.0,0.026,0.027000000000000003,0.3,0.004,55.71428571428571,55.446428571428584,375.0,11.428571428571429,1681.0,324.0,3104.0816326530608,3074.306441326532,140625.0,130.6122448979592
